28 10 11 50 172
0 0 0 0 0
0 0 0 0 0
9 4 2 23 45
0 0 0 0 0
12 18 20 101 547
8 3 1 13 66
28 40 76 244 1011
5 4 6 8 44
0 0 0 0 0
2 2 3 14 36
27 33 87 312 1225
32 21 23 34 43
4 10 7 37 256
0 0 0 10 28
0 0 0 0 0
26 19 32 105 344
0 0 0 0 0
2 0 1 13 69
6 11 15 45 146
0 0 0 1 3
32 22 39 89 384
0 2 7 23 221
